"VAR1" "WAVE_NON" "TREE_NO" "año" "conos" "DBH" "crecimiento"
"1478" "Lookout" "w" "144" 1996 0 7.4 13
"1479" "Lookout" "w" "144" 1997 0 7.4 13
"1480" "Lookout" "w" "144" 1998 0 7.4 11
"1481" "Lookout" "w" "145" 1991 0 9.5 17
"1482" "Lookout" "w" "145" 1992 0 9.5 17
"1483" "Lookout" "w" "145" 1993 0 9.5 18
"1484" "Lookout" "w" "145" 1994 18 9.5 12
"1485" "Lookout" "w" "145" 1995 16 9.5 11
"1486" "Lookout" "w" "145" 1996 0 9.5 18
"1487" "Lookout" "w" "145" 1997 2 9.5 12
"1488" "Lookout" "w" "145" 1998 35 9.5 25
"1489" "Lookout" "w" "146" 1991 NA 8.2 17
"1490" "Lookout" "w" "146" 1992 0 8.2 12
"1491" "Lookout" "w" "146" 1993 0 8.2 12
"1492" "Lookout" "w" "146" 1994 0 8.2 6
"1493" "Lookout" "w" "146" 1995 17 8.2 9
"1494" "Lookout" "w" "146" 1996 12 8.2 11
"1495" "Lookout" "w" "146" 1997 3 8.2 12
"1496" "Lookout" "w" "146" 1998 0 8.2 10
"1497" "Lookout" "w" "147" 1991 0 13.9 13
"1498" "Lookout" "w" "147" 1992 0 13.9 17
"1499" "Lookout" "w" "147" 1993 0 13.9 9
"1500" "Lookout" "w" "147" 1994 38 13.9 15
"1501" "Lookout" "w" "147" 1995 29 13.9 15
"1502" "Lookout" "w" "147" 1996 8 13.9 11
"1503" "Lookout" "w" "147" 1997 0 13.9 15
"1504" "Lookout" "w" "147" 1998 45 13.9 11
"1505" "Lookout" "w" "148" 1991 0 6.9 9
"1506" "Lookout" "w" "148" 1992 5 6.9 6
"1507" "Lookout" "w" "148" 1993 14 6.9 13
"1508" "Lookout" "w" "148" 1994 24 6.9 11
"1509" "Lookout" "w" "148" 1995 18 6.9 10
"1510" "Lookout" "w" "148" 1996 0 6.9 13
"1511" "Lookout" "w" "148" 1997 0 6.9 14
"1512" "Lookout" "w" "148" 1998 21 6.9 10
"1513" "Lookout" "w" "154" 1991 NA 6.5 11
"1514" "Lookout" "w" "154" 1992 0 6.5 5
"1515" "Lookout" "w" "154" 1993 8 6.5 4
"1516" "Lookout" "w" "154" 1994 15 6.5 15
"1517" "Lookout" "w" "154" 1995 15 6.5 4
"1518" "Lookout" "w" "154" 1996 29 6.5 11
"1519" "Lookout" "w" "154" 1997 3 6.5 11
"1520" "Lookout" "w" "154" 1998 16 6.5 10
"1521" "Lookout" "w" "156" 1991 NA 6.8 16
"1522" "Lookout" "w" "156" 1992 NA 6.8 17
"1523" "Lookout" "w" "156" 1993 0 6.8 13
"1524" "Lookout" "w" "156" 1994 0 6.8 12
"1525" "Lookout" "w" "156" 1995 4 6.8 8
"1526" "Lookout" "w" "156" 1996 0 6.8 6
"1527" "Lookout" "w" "156" 1997 0 6.8 7
"1528" "Lookout" "w" "156" 1998 0 6.8 8
"1529" "Lookout" "w" "157" 1991 0 9.4 23
"1530" "Lookout" "w" "157" 1992 0 9.4 20
"1531" "Lookout" "w" "157" 1993 0 9.4 13
"1532" "Lookout" "w" "157" 1994 24 9.4 16
"1533" "Lookout" "w" "157" 1995 12 9.4 13
"1534" "Lookout" "w" "157" 1996 0 9.4 15
"1535" "Lookout" "w" "157" 1997 0 9.4 17
"1536" "Lookout" "w" "157" 1998 0 9.4 11
"1537" "Lookout" "w" "162" 1991 NA 5.5 NA
"1538" "Lookout" "w" "162" 1992 NA 5.5 NA
"1539" "Lookout" "w" "162" 1993 NA 5.5 10
"1540" "Lookout" "w" "162" 1994 NA 5.5 15
"1541" "Lookout" "w" "162" 1995 7 5.5 11
"1542" "Lookout" "w" "162" 1996 0 5.5 17
"1543" "Lookout" "w" "162" 1997 0 5.5 10
"1544" "Lookout" "w" "162" 1998 5 5.5 9
"1545" "Lookout" "w" "163" 1991 NA 9.7 9
"1546" "Lookout" "w" "163" 1992 5 9.7 10
"1547" "Lookout" "w" "163" 1993 2 9.7 12
"1548" "Lookout" "w" "163" 1994 12 9.7 5
"1549" "Lookout" "w" "163" 1995 7 9.7 9
"1550" "Lookout" "w" "163" 1996 0 9.7 12
"1551" "Lookout" "w" "163" 1997 0 9.7 11
"1552" "Lookout" "w" "163" 1998 17 9.7 9
"1553" "Lookout" "w" "166" 1991 NA 9.1 7
"1554" "Lookout" "w" "166" 1992 NA 9.1 8
"1555" "Lookout" "w" "166" 1993 0 9.1 10
"1556" "Lookout" "w" "166" 1994 14 9.1 7
"1557" "Lookout" "w" "166" 1995 19 9.1 7
"1558" "Lookout" "w" "166" 1996 4 9.1 7
"1559" "Lookout" "w" "166" 1997 0 9.1 8
"1560" "Lookout" "w" "166" 1998 4 9.1 6
"1561" "Lookout" "w" "172" 1991 NA 7.2 14
"1562" "Lookout" "w" "172" 1992 0 7.2 10
"1563" "Lookout" "w" "172" 1993 0 7.2 9
"1564" "Lookout" "w" "172" 1994 0 7.2 8
"1565" "Lookout" "w" "172" 1995 0 7.2 9
"1566" "Lookout" "w" "172" 1996 2 7.2 9
"1567" "Lookout" "w" "172" 1997 0 7.2 12
"1568" "Lookout" "w" "172" 1998 12 7.2 10
"1569" "Lookout" "w" "172a" 1991 0 NA 16
"1570" "Lookout" "w" "172a" 1992 0 NA 17
"1571" "Lookout" "w" "172a" 1993 0 NA 15
"1572" "Lookout" "w" "172a" 1994 0 NA 13
"1573" "Lookout" "w" "172a" 1995 37 NA 11
"1574" "Lookout" "w" "172a" 1996 0 NA 15
"1575" "Lookout" "w" "172a" 1997 0 NA 15
"1576" "Lookout" "w" "172a" 1998 18 NA 9
"1577" "Lookout" "w" "173" 1991 0 7.4 18
"1578" "Lookout" "w" "173" 1992 0 7.4 13
"1579" "Lookout" "w" "173" 1993 0 7.4 11
"1580" "Lookout" "w" "173" 1994 0 7.4 6
"1581" "Lookout" "w" "173" 1995 10 7.4 8
"1582" "Lookout" "w" "173" 1996 7 7.4 12
"1583" "Lookout" "w" "173" 1997 0 7.4 12
"1584" "Lookout" "w" "173" 1998 2 7.4 7
"1585" "Lookout" "w" "20" 1991 NA 4.4 10
"1586" "Lookout" "w" "20" 1992 0 4.4 9
"1587" "Lookout" "w" "20" 1993 0 4.4 10
"1588" "Lookout" "w" "20" 1994 0 4.4 16
"1589" "Lookout" "w" "20" 1995 0 4.4 13
"1590" "Lookout" "w" "20" 1996 0 4.4 12
"1591" "Lookout" "w" "20" 1997 6 4.4 8
"1592" "Lookout" "w" "20" 1998 5 4.4 5
"1593" "Lookout" "w" "21" 1991 NA 3.7 4
"1594" "Lookout" "w" "21" 1992 1 3.7 6
"1595" "Lookout" "w" "21" 1993 13 3.7 4
"1596" "Lookout" "w" "21" 1994 3 3.7 6
"1597" "Lookout" "w" "21" 1995 0 3.7 8
"1598" "Lookout" "w" "21" 1996 0 3.7 6
"1599" "Lookout" "w" "21" 1997 0 3.7 4
"1600" "Lookout" "w" "21" 1998 0 3.7 3
"1601" "Lookout" "w" "22" 1991 NA 4 12
"1602" "Lookout" "w" "22" 1992 2 4 9
"1603" "Lookout" "w" "22" 1993 8 4 7
"1604" "Lookout" "w" "22" 1994 38 4 5
"1605" "Lookout" "w" "22" 1995 5 4 5
"1606" "Lookout" "w" "22" 1996 15 4 6
"1607" "Lookout" "w" "22" 1997 0 4 4
"1608" "Lookout" "w" "22" 1998 0 4 3
"1609" "Lookout" "w" "23" 1991 NA NA 24
"1610" "Lookout" "w" "23" 1992 0 NA 20
"1611" "Lookout" "w" "23" 1993 5 NA 18
"1612" "Lookout" "w" "23" 1994 6 NA 16
"1613" "Lookout" "w" "23" 1995 8 NA 14
"1614" "Lookout" "w" "23" 1996 0 NA 23
"1615" "Lookout" "w" "23" 1997 1 NA 11
"1616" "Lookout" "w" "23" 1998 0 NA NA
"1617" "Lookout" "w" "24" 1991 NA 4.4 14
"1618" "Lookout" "w" "24" 1992 0 4.4 7
"1619" "Lookout" "w" "24" 1993 0 4.4 10
"1620" "Lookout" "w" "24" 1994 0 4.4 11
"1621" "Lookout" "w" "24" 1995 0 4.4 10
"1622" "Lookout" "w" "24" 1996 0 4.4 13
"1623" "Lookout" "w" "24" 1997 0 4.4 7
"1624" "Lookout" "w" "24" 1998 3 4.4 3
"1625" "Lookout" "w" "25" 1991 NA 4.8 8.5
"1626" "Lookout" "w" "25" 1992 0 4.8 10.5
"1627" "Lookout" "w" "25" 1993 0 4.8 5.9
"1628" "Lookout" "w" "25" 1994 0 4.8 7
"1629" "Lookout" "w" "25" 1995 10 4.8 13
"1630" "Lookout" "w" "25" 1996 18 4.8 12
"1631" "Lookout" "w" "25" 1997 0 4.8 9.5
"1632" "Lookout" "w" "25" 1998 4 4.8 5.2
"1633" "Lookout" "w" "26" 1991 NA 4.9 9
"1634" "Lookout" "w" "26" 1992 3 4.9 7
"1635" "Lookout" "w" "26" 1993 19 4.9 9
"1636" "Lookout" "w" "26" 1994 18 4.9 8
"1637" "Lookout" "w" "26" 1995 2 4.9 5
"1638" "Lookout" "w" "26" 1996 2 4.9 5.5
"1639" "Lookout" "w" "26" 1997 5 4.9 7
"1640" "Lookout" "w" "26" 1998 12 4.9 4
"1641" "Lookout" "w" "28" 1991 NA 6.3 9.5
"1642" "Lookout" "w" "28" 1992 0 6.3 13.5
"1643" "Lookout" "w" "28" 1993 0 6.3 13.5
"1644" "Lookout" "w" "28" 1994 0 6.3 16
"1645" "Lookout" "w" "28" 1995 0 6.3 13.5
"1646" "Lookout" "w" "28" 1996 0 6.3 10.5
"1647" "Lookout" "w" "28" 1997 0 6.3 10.3
"1648" "Lookout" "w" "28" 1998 18 6.3 6
"1649" "Lookout" "w" "29" 1991 NA NA 10.3
"1650" "Lookout" "w" "29" 1992 0 NA 8.6
"1651" "Lookout" "w" "29" 1993 0 NA 8.3
"1652" "Lookout" "w" "29" 1994 0 NA 7.7
"1653" "Lookout" "w" "29" 1995 0 NA 8.3
"1654" "Lookout" "w" "29" 1996 0 NA 6.5
"1655" "Lookout" "w" "29" 1997 0 NA 6.6
"1656" "Lookout" "w" "29" 1998 0 NA 5.2
"1657" "Lookout" "w" "30" 1991 NA 3.5 9.5
"1658" "Lookout" "w" "30" 1992 0 3.5 10.9
"1659" "Lookout" "w" "30" 1993 0 3.5 4.4
"1660" "Lookout" "w" "30" 1994 0 3.5 5.4
"1661" "Lookout" "w" "30" 1995 9 3.5 4.7
"1662" "Lookout" "w" "30" 1996 0 3.5 4.4
"1663" "Lookout" "w" "30" 1997 0 3.5 7.3
"1664" "Lookout" "w" "30" 1998 0 3.5 4.2
"1665" "Lookout" "w" "31" 1991 NA 5.1 11
"1666" "Lookout" "w" "31" 1992 0 5.1 8.4
"1667" "Lookout" "w" "31" 1993 0 5.1 7.4
"1668" "Lookout" "w" "31" 1994 2 5.1 8.2
"1669" "Lookout" "w" "31" 1995 0 5.1 9
"1670" "Lookout" "w" "31" 1996 0 5.1 10.5
"1671" "Lookout" "w" "31" 1997 0 5.1 11.5
"1672" "Lookout" "w" "31" 1998 0 5.1 6.4
"1673" "Lookout" "w" "32" 1991 NA 5.3 11
"1674" "Lookout" "w" "32" 1992 0 5.3 11.2
"1675" "Lookout" "w" "32" 1993 0 5.3 11.5
"1676" "Lookout" "w" "32" 1994 8 5.3 9.5
"1677" "Lookout" "w" "32" 1995 0 5.3 10
"1678" "Lookout" "w" "32" 1996 0 5.3 8.5
"1679" "Lookout" "w" "32" 1997 0 5.3 9
"1680" "Lookout" "w" "32" 1998 4 5.3 7
"1681" "Lookout" "w" "33" 1991 NA 7 10
"1682" "Lookout" "w" "33" 1992 0 7 10
"1683" "Lookout" "w" "33" 1993 0 7 12.5
"1684" "Lookout" "w" "33" 1994 7 7 11.5
"1685" "Lookout" "w" "33" 1995 11 7 8.4
"1686" "Lookout" "w" "33" 1996 0 7 7.3
"1687" "Lookout" "w" "33" 1997 0 7 8
"1688" "Lookout" "w" "33" 1998 0 7 7.5
"1689" "Lookout" "w" "34" 1991 NA 4.3 8.7
"1690" "Lookout" "w" "34" 1992 0 4.3 8.2
"1691" "Lookout" "w" "34" 1993 0 4.3 5.8
"1692" "Lookout" "w" "34" 1994 0 4.3 5.5
"1693" "Lookout" "w" "34" 1995 1 4.3 4
"1694" "Lookout" "w" "34" 1996 18 4.3 NA
"1695" "Lookout" "w" "34" 1997 0 4.3 4.4
"1696" "Lookout" "w" "34" 1998 0 4.3 4
"1697" "Lookout" "w" "35" 1991 NA 3.8 5.1
"1698" "Lookout" "w" "35" 1992 0 3.8 6.4
"1699" "Lookout" "w" "35" 1993 0 3.8 8.2
"1700" "Lookout" "w" "35" 1994 5 3.8 9
"1701" "Lookout" "w" "35" 1995 0 3.8 6.2
"1702" "Lookout" "w" "35" 1996 1 3.8 7.2
"1703" "Lookout" "w" "35" 1997 0 3.8 8
"1704" "Lookout" "w" "35" 1998 2 3.8 6.5
"1705" "Lookout" "w" "36" 1991 NA 3.3 8.2
"1706" "Lookout" "w" "36" 1992 0 3.3 7
"1707" "Lookout" "w" "36" 1993 0 3.3 4.8
"1708" "Lookout" "w" "36" 1994 2 3.3 5
"1709" "Lookout" "w" "36" 1995 0 3.3 5.4
"1710" "Lookout" "w" "36" 1996 2 3.3 4.5
"1711" "Lookout" "w" "36" 1997 0 3.3 4
"1712" "Lookout" "w" "36" 1998 0 3.3 3.5
"1713" "Lookout" "w" "37A" 1991 NA NA 10
"1714" "Lookout" "w" "37A" 1992 0 NA 10
"1715" "Lookout" "w" "37A" 1993 0 NA 17
"1716" "Lookout" "w" "37A" 1994 3 NA 18
"1717" "Lookout" "w" "37A" 1995 2 NA 12
"1718" "Lookout" "w" "37A" 1996 0 NA 15
"1719" "Lookout" "w" "37A" 1997 0 NA 3
"1720" "Lookout" "w" "37A" 1998 0 NA 15
"1721" "Lookout" "w" "37B" 1991 0 6.3 10
"1722" "Lookout" "w" "37B" 1991 0 6.3 8
"1723" "Lookout" "w" "37B" 1991 0 NA 6
"1724" "Lookout" "w" "37B" 1991 NA 6.3 10
"1725" "Lookout" "w" "37B" 1991 NA 6.3 8
"1726" "Lookout" "w" "37B" 1991 NA NA 6
"1727" "Lookout" "w" "37B" 1991 NA 6.3 10
"1728" "Lookout" "w" "37B" 1991 NA 6.3 8
"1729" "Lookout" "w" "37B" 1991 NA NA 6
"1730" "Lookout" "w" "37B" 1992 3 6.3 9
"1731" "Lookout" "w" "37B" 1992 3 6.3 6
"1732" "Lookout" "w" "37B" 1992 3 NA 16
"1733" "Lookout" "w" "37B" 1992 0 6.3 9
"1734" "Lookout" "w" "37B" 1992 0 6.3 6
"1735" "Lookout" "w" "37B" 1992 0 NA 16
"1736" "Lookout" "w" "37B" 1992 0 6.3 9
"1737" "Lookout" "w" "37B" 1992 0 6.3 6
"1738" "Lookout" "w" "37B" 1992 0 NA 16
"1739" "Lookout" "w" "37B" 1993 3 6.3 8
"1740" "Lookout" "w" "37B" 1993 3 6.3 7
"1741" "Lookout" "w" "37B" 1993 3 NA 12
"1742" "Lookout" "w" "37B" 1993 0 6.3 8
"1743" "Lookout" "w" "37B" 1993 0 6.3 7
"1744" "Lookout" "w" "37B" 1993 0 NA 12
"1745" "Lookout" "w" "37B" 1993 0 6.3 8
"1746" "Lookout" "w" "37B" 1993 0 6.3 7
"1747" "Lookout" "w" "37B" 1993 0 NA 12
"1748" "Lookout" "w" "37B" 1994 13 NA 10
"1749" "Lookout" "w" "37B" 1994 13 6.3 8
"1750" "Lookout" "w" "37B" 1994 13 6.3 6
"1751" "Lookout" "w" "37B" 1994 6 NA 10
"1752" "Lookout" "w" "37B" 1994 6 6.3 8
"1753" "Lookout" "w" "37B" 1994 6 6.3 6
"1754" "Lookout" "w" "37B" 1994 0 NA 10
"1755" "Lookout" "w" "37B" 1994 0 6.3 8
"1756" "Lookout" "w" "37B" 1994 0 6.3 6
"1757" "Lookout" "w" "37B" 1995 0 6.3 5
"1758" "Lookout" "w" "37B" 1995 0 6.3 7
"1759" "Lookout" "w" "37B" 1995 0 NA 14
"1760" "Lookout" "w" "37B" 1995 3 6.3 5
"1761" "Lookout" "w" "37B" 1995 3 6.3 7
"1762" "Lookout" "w" "37B" 1995 3 NA 14
"1763" "Lookout" "w" "37B" 1995 0 6.3 5
"1764" "Lookout" "w" "37B" 1995 0 6.3 7
"1765" "Lookout" "w" "37B" 1995 0 NA 14
"1766" "Lookout" "w" "37B" 1996 0 NA 14
"1767" "Lookout" "w" "37B" 1996 0 6.3 11
"1768" "Lookout" "w" "37B" 1996 0 6.3 7
"1769" "Lookout" "w" "37B" 1996 0 NA 14
"1770" "Lookout" "w" "37B" 1996 0 6.3 11
"1771" "Lookout" "w" "37B" 1996 0 6.3 7
"1772" "Lookout" "w" "37B" 1996 0 NA 14
"1773" "Lookout" "w" "37B" 1996 0 6.3 11
"1774" "Lookout" "w" "37B" 1996 0 6.3 7
"1775" "Lookout" "w" "37B" 1997 1 6.3 8
"1776" "Lookout" "w" "37B" 1997 1 NA 16
"1777" "Lookout" "w" "37B" 1997 1 6.3 11
"1778" "Lookout" "w" "37B" 1997 0 6.3 8
"1779" "Lookout" "w" "37B" 1997 0 NA 16
"1780" "Lookout" "w" "37B" 1997 0 6.3 11
"1781" "Lookout" "w" "37B" 1997 0 6.3 8
"1782" "Lookout" "w" "37B" 1997 0 NA 16
"1783" "Lookout" "w" "37B" 1997 0 6.3 11
"1784" "Lookout" "w" "37B" 1998 3 NA 14
"1785" "Lookout" "w" "37B" 1998 3 6.3 2
"1786" "Lookout" "w" "37B" 1998 3 6.3 9
"1787" "Lookout" "w" "37B" 1998 0 NA 14
"1788" "Lookout" "w" "37B" 1998 0 6.3 2
"1789" "Lookout" "w" "37B" 1998 0 6.3 9
"1790" "Lookout" "w" "37B" 1998 1 NA 14
"1791" "Lookout" "w" "37B" 1998 1 6.3 2
"1792" "Lookout" "w" "37B" 1998 1 6.3 9
"1793" "Lookout" "w" "38" 1991 NA 5.7 4.5
"1794" "Lookout" "w" "38" 1992 0 5.7 6
"1795" "Lookout" "w" "38" 1993 0 5.7 8.2
"1796" "Lookout" "w" "38" 1994 0 5.7 4
"1797" "Lookout" "w" "38" 1995 9 5.7 6
"1798" "Lookout" "w" "38" 1996 0 5.7 7
"1799" "Lookout" "w" "38" 1997 0 5.7 15
"1800" "Lookout" "w" "38" 1998 0 5.7 12
"1801" "Lookout" "w" "40" 1991 NA NA 7
"1802" "Lookout" "w" "40" 1992 0 NA 7.5
"1803" "Lookout" "w" "40" 1993 0 NA 8.5
"1804" "Lookout" "w" "40" 1994 10 NA 5.5
"1805" "Lookout" "w" "40" 1995 32 NA 8.3
"1806" "Lookout" "w" "40" 1996 0 NA 9
"1807" "Lookout" "w" "40" 1997 0 NA 8.5
"1808" "Lookout" "w" "40" 1998 4 NA 5.5
"1809" "Lookout" "w" "41" 1991 NA 5.3 10
"1810" "Lookout" "w" "41" 1992 0 5.3 7
"1811" "Lookout" "w" "41" 1993 10 5.3 5
"1812" "Lookout" "w" "41" 1994 4 5.3 4
"1813" "Lookout" "w" "41" 1995 8 5.3 4
"1814" "Lookout" "w" "41" 1996 0 5.3 7
"1815" "Lookout" "w" "41" 1997 6 5.3 7
"1816" "Lookout" "w" "41" 1998 4 5.3 8
"1817" "Lookout" "w" "42" 1991 NA 6.9 8
"1818" "Lookout" "w" "42" 1992 0 6.9 9
"1819" "Lookout" "w" "42" 1993 0 6.9 7
"1820" "Lookout" "w" "42" 1994 3 6.9 9
"1821" "Lookout" "w" "42" 1995 0 6.9 14
"1822" "Lookout" "w" "42" 1996 0 6.9 12
"1823" "Lookout" "w" "42" 1997 0 6.9 15
"1824" "Lookout" "w" "42" 1998 0 6.9 12
"1825" "Lookout" "w" "43" 1991 NA 7 12
"1826" "Lookout" "w" "43" 1992 0 7 11
"1827" "Lookout" "w" "43" 1993 0 7 13
"1828" "Lookout" "w" "43" 1994 9 7 10
"1829" "Lookout" "w" "43" 1995 26 7 15
"1830" "Lookout" "w" "43" 1996 2 7 12
"1831" "Lookout" "w" "43" 1997 8 7 15
"1832" "Lookout" "w" "43" 1998 16 7 12
"1833" "Lookout" "w" "45" 1991 NA 9.4 11
"1834" "Lookout" "w" "45" 1992 9 9.4 13
"1835" "Lookout" "w" "45" 1993 16 9.4 12
"1836" "Lookout" "w" "45" 1994 3 9.4 12
"1837" "Lookout" "w" "45" 1995 13 9.4 10
"1838" "Lookout" "w" "45" 1996 9 9.4 8
"1839" "Lookout" "w" "45" 1997 10 9.4 8
"1840" "Lookout" "w" "45" 1998 14 9.4 7
"1841" "Lookout" "w" "46" 1991 NA 7.5 6
"1842" "Lookout" "w" "46" 1992 0 7.5 7
"1843" "Lookout" "w" "46" 1993 0 7.5 11
"1844" "Lookout" "w" "46" 1994 0 7.5 10
"1845" "Lookout" "w" "46" 1995 15 7.5 9
"1846" "Lookout" "w" "46" 1996 5 7.5 24
"1847" "Lookout" "w" "46" 1997 3 7.5 17
"1848" "Lookout" "w" "46" 1998 6 7.5 15
"1849" "Lookout" "w" "47" 1991 NA 6.1 15
"1850" "Lookout" "w" "47" 1992 0 6.1 16
"1851" "Lookout" "w" "47" 1993 0 6.1 17
"1852" "Lookout" "w" "47" 1994 0 6.1 14
"1853" "Lookout" "w" "47" 1995 9 6.1 21
"1854" "Lookout" "w" "47" 1996 3 6.1 13
"1855" "Lookout" "w" "47" 1997 0 6.1 14
"1856" "Lookout" "w" "47" 1998 12 6.1 NA
"1857" "Lookout" "w" "48" 1991 NA 6.2 9
"1858" "Lookout" "w" "48" 1992 0 6.2 12
"1859" "Lookout" "w" "48" 1993 0 6.2 10
"1860" "Lookout" "w" "48" 1994 17 6.2 7
"1861" "Lookout" "w" "48" 1995 7 6.2 8
"1862" "Lookout" "w" "48" 1996 0 6.2 7
"1863" "Lookout" "w" "48" 1997 0 6.2 13
"1864" "Lookout" "w" "48" 1998 2 6.2 15
"1865" "Lookout" "w" "49" 1991 NA 7.5 16
"1866" "Lookout" "w" "49" 1992 0 7.5 12
"1867" "Lookout" "w" "49" 1993 2 7.5 12
"1868" "Lookout" "w" "49" 1994 20 7.5 13
"1869" "Lookout" "w" "49" 1995 0 7.5 12
"1870" "Lookout" "w" "49" 1996 0 7.5 17
"1871" "Lookout" "w" "49" 1997 0 7.5 NA
"1872" "Lookout" "w" "49" 1998 3 7.5 NA
"1873" "Lookout" "w" "50" 1991 NA 3.2 8
"1874" "Lookout" "w" "50" 1992 0 3.2 7
"1875" "Lookout" "w" "50" 1993 0 3.2 9
"1876" "Lookout" "w" "50" 1994 6 3.2 7
"1877" "Lookout" "w" "50" 1995 7 3.2 5
"1878" "Lookout" "w" "50" 1996 3 3.2 4
"1879" "Lookout" "w" "50" 1997 0 3.2 6
"1880" "Lookout" "w" "50" 1998 0 3.2 4
"1881" "Lookout" "w" "51A" 1991 0 6.3 9
"1882" "Lookout" "w" "51A" 1991 0 NA 12
"1883" "Lookout" "w" "51A" 1991 NA 6.3 9
"1884" "Lookout" "w" "51A" 1991 NA NA 12
"1885" "Lookout" "w" "51A" 1992 0 NA 22
"1886" "Lookout" "w" "51A" 1992 0 6.3 7
"1887" "Lookout" "w" "51A" 1992 0 NA 22
"1888" "Lookout" "w" "51A" 1992 0 6.3 7
"1889" "Lookout" "w" "51A" 1993 2 6.3 9
"1890" "Lookout" "w" "51A" 1993 2 NA 13
"1891" "Lookout" "w" "51A" 1993 0 6.3 9
"1892" "Lookout" "w" "51A" 1993 0 NA 13
"1893" "Lookout" "w" "51A" 1994 2 NA 12
"1894" "Lookout" "w" "51A" 1994 2 6.3 7
"1895" "Lookout" "w" "51A" 1994 0 NA 12
"1896" "Lookout" "w" "51A" 1994 0 6.3 7
"1897" "Lookout" "w" "51A" 1995 0 6.3 8
"1898" "Lookout" "w" "51A" 1995 0 NA 8
"1899" "Lookout" "w" "51A" 1995 0 6.3 8
"1900" "Lookout" "w" "51A" 1995 0 NA 8
"1901" "Lookout" "w" "51A" 1996 0 NA 10
"1902" "Lookout" "w" "51A" 1996 0 6.3 9
"1903" "Lookout" "w" "51A" 1996 0 NA 10
"1904" "Lookout" "w" "51A" 1996 0 6.3 9
"1905" "Lookout" "w" "51A" 1997 0 NA 13
"1906" "Lookout" "w" "51A" 1997 0 6.3 9
"1907" "Lookout" "w" "51A" 1997 0 NA 13
"1908" "Lookout" "w" "51A" 1997 0 6.3 9
"1909" "Lookout" "w" "51A" 1998 0 NA NA
"1910" "Lookout" "w" "51A" 1998 0 6.3 7
"1911" "Lookout" "w" "51A" 1998 3 NA NA
"1912" "Lookout" "w" "51A" 1998 3 6.3 7
"1913" "Lookout" "w" "51B" 1991 NA 6.1 NA
"1914" "Lookout" "w" "51B" 1991 NA NA 14
"1915" "Lookout" "w" "51B" 1991 NA 6.1 NA
"1916" "Lookout" "w" "51B" 1991 NA NA 14
"1917" "Lookout" "w" "51B" 1992 0 NA 19
"1918" "Lookout" "w" "51B" 1992 0 6.1 NA
"1919" "Lookout" "w" "51B" 1992 0 NA 19
"1920" "Lookout" "w" "51B" 1992 0 6.1 NA
"1921" "Lookout" "w" "51B" 1993 0 6.1 6
"1922" "Lookout" "w" "51B" 1993 0 NA 12
"1923" "Lookout" "w" "51B" 1993 0 6.1 6
"1924" "Lookout" "w" "51B" 1993 0 NA 12
"1925" "Lookout" "w" "51B" 1994 0 6.1 6
"1926" "Lookout" "w" "51B" 1994 0 NA 9
"1927" "Lookout" "w" "51B" 1994 0 6.1 6
"1928" "Lookout" "w" "51B" 1994 0 NA 9
"1929" "Lookout" "w" "51B" 1995 3 NA 10
"1930" "Lookout" "w" "51B" 1995 3 6.1 7
"1931" "Lookout" "w" "51B" 1995 5 NA 10
"1932" "Lookout" "w" "51B" 1995 5 6.1 7
"1933" "Lookout" "w" "51B" 1996 2 6.1 5
"1934" "Lookout" "w" "51B" 1996 2 NA 12
"1935" "Lookout" "w" "51B" 1996 6 6.1 5
"1936" "Lookout" "w" "51B" 1996 6 NA 12
"1937" "Lookout" "w" "51B" 1997 0 NA 6
"1938" "Lookout" "w" "51B" 1997 0 6.1 6
"1939" "Lookout" "w" "51B" 1997 2 NA 6
"1940" "Lookout" "w" "51B" 1997 2 6.1 6
"1941" "Lookout" "w" "51B" 1998 0 NA 6
"1942" "Lookout" "w" "51B" 1998 0 6.1 7
"1943" "Lookout" "w" "51B" 1998 0 NA 6
"1944" "Lookout" "w" "51B" 1998 0 6.1 7
"1945" "Lookout" "w" "52" 1991 NA 6.2 14
"1946" "Lookout" "w" "52" 1992 0 6.2 12
"1947" "Lookout" "w" "52" 1993 4 6.2 14
"1948" "Lookout" "w" "52" 1994 11 6.2 9
"1949" "Lookout" "w" "52" 1995 5 6.2 11
"1950" "Lookout" "w" "52" 1996 3 6.2 9
"1951" "Lookout" "w" "52" 1997 5 6.2 7
"1952" "Lookout" "w" "52" 1998 0 6.2 6
"1953" "Lookout" "w" "53" 1991 NA 6.8 17
"1954" "Lookout" "w" "53" 1992 0 6.8 10
"1955" "Lookout" "w" "53" 1993 0 6.8 10
"1956" "Lookout" "w" "53" 1994 0 6.8 18
"1957" "Lookout" "w" "53" 1995 2 6.8 8
"1958" "Lookout" "w" "53" 1996 5 6.8 14
"1959" "Lookout" "w" "53" 1997 8 6.8 9
"1960" "Lookout" "w" "53" 1998 10 6.8 12
"1961" "Lookout" "w" "54" 1991 NA 8.1 13
"1962" "Lookout" "w" "54" 1992 4 8.1 12
"1963" "Lookout" "w" "54" 1993 16 8.1 13
"1964" "Lookout" "w" "54" 1994 0 8.1 18
"1965" "Lookout" "w" "54" 1995 0 8.1 9
"1966" "Lookout" "w" "54" 1996 0 8.1 10
"1967" "Lookout" "w" "54" 1997 10 8.1 6
"1968" "Lookout" "w" "54" 1998 14 8.1 6
